State,Year,Quarter,District,Registered_users,App_opens
himachal-pradesh,2022,4,Bilaspur,120345,3117058
himachal-pradesh,2022,4,Hamirpur,167686,4039475
himachal-pradesh,2022,4,Una,154314,4061386
himachal-pradesh,2022,4,Kangra,468410,12232859
himachal-pradesh,2022,4,Kullu,162922,5183193
himachal-pradesh,2022,4,Mandi,284425,6917169
himachal-pradesh,2022,4,Lahul and Spiti,6057,474863
himachal-pradesh,2022,4,Chamba,118985,4081657
himachal-pradesh,2022,4,Kinnaur,32724,1027749
himachal-pradesh,2024,1,Solan,589300,12543193
himachal-pradesh,2024,1,Sirmaur,221437,22122834
himachal-pradesh,2024,1,Shimla,377256,45279050
himachal-pradesh,2024,1,Bilaspur,147931,10480372
himachal-pradesh,2024,1,Hamirpur,205849,7302704
himachal-pradesh,2024,1,Una,189642,11730959
himachal-pradesh,2024,1,Kangra,574721,32086549
himachal-pradesh,2024,1,Kullu,199263,17441086
himachal-pradesh,2024,1,Mandi,349578,43389086
himachal-pradesh,2024,1,Lahul and Spiti,7603,4506657
himachal-pradesh,2024,1,Chamba,147121,19732141
himachal-pradesh,2024,1,Kinnaur,40440,5020166
himachal-pradesh,2024,2,Solan,612920,31034504
himachal-pradesh,2024,2,Sirmaur,230449,28282489
himachal-pradesh,2024,2,Shimla,392141,67765973
himachal-pradesh,2024,2,Bilaspur,153876,14936344
himachal-pradesh,2024,2,Hamirpur,214263,8190572
himachal-pradesh,2024,2,Una,197369,13123839
himachal-pradesh,2024,2,Kangra,597874,29243317
himachal-pradesh,2024,2,Kullu,207106,16237624
himachal-pradesh,2024,2,Mandi,363743,42910969
himachal-pradesh,2024,2,Lahul and Spiti,7888,8116675
himachal-pradesh,2024,2,Chamba,153070,23025532
himachal-pradesh,2024,2,Kinnaur,42067,8539093
himachal-pradesh,2024,3,Solan,582468,50875015
himachal-pradesh,2024,3,Sirmaur,232011,30643601
himachal-pradesh,2024,3,Shimla,362688,51887769
himachal-pradesh,2024,3,Bilaspur,134086,4192711
himachal-pradesh,2024,3,Hamirpur,185301,6236400
himachal-pradesh,2024,3,Una,186586,11800257
himachal-pradesh,2024,3,Kangra,546858,26925062
himachal-pradesh,2024,3,Lahaul and Spiti,16505,4205900
himachal-pradesh,2024,3,Kullu,201527,17598675
himachal-pradesh,2024,3,Mandi,313795,44103933
himachal-pradesh,2024,3,Chamba,150902,20221217
himachal-pradesh,2024,3,Kinnaur,40341,8341480
himachal-pradesh,2024,4,Solan,598261,33237443
himachal-pradesh,2024,4,Sirmaur,239204,11496919
himachal-pradesh,2024,4,Shimla,373118,20510029
himachal-pradesh,2024,4,Bilaspur,137989,8024139
himachal-pradesh,2024,4,Hamirpur,191173,11078283
himachal-pradesh,2024,4,Una,192487,11480957
himachal-pradesh,2024,4,Kangra,563650,30850978
himachal-pradesh,2024,4,Lahaul and Spiti,16573,870761
himachal-pradesh,2024,4,Kullu,207921,12254233
himachal-pradesh,2024,4,Mandi,323407,19414760
himachal-pradesh,2024,4,Chamba,155985,7613262
himachal-pradesh,2024,4,Kinnaur,41051,1745099
himachal-pradesh,2023,1,Solan,501947,8637440
himachal-pradesh,2023,1,Sirmaur,187417,12835687
himachal-pradesh,2023,1,Shimla,322036,15709663
himachal-pradesh,2023,1,Bilaspur,125771,5267131
himachal-pradesh,2023,1,Hamirpur,175074,2741291
himachal-pradesh,2023,1,Una,161122,5288709
himachal-pradesh,2023,1,Kangra,489369,15233885
himachal-pradesh,2023,1,Kullu,170048,8940251
himachal-pradesh,2023,1,Mandi,296936,15192226
himachal-pradesh,2023,1,Lahul and Spiti,6298,2019145
himachal-pradesh,2023,1,Chamba,124457,17455360
himachal-pradesh,2023,1,Kinnaur,34193,2381256
himachal-pradesh,2023,2,Solan,523060,10807448
himachal-pradesh,2023,2,Sirmaur,195687,16162360
himachal-pradesh,2023,2,Shimla,335735,19477246
himachal-pradesh,2023,2,Bilaspur,131239,5385585
himachal-pradesh,2023,2,Hamirpur,182553,3589504
himachal-pradesh,2023,2,Una,168253,5185467
himachal-pradesh,2023,2,Kangra,510261,16770123
himachal-pradesh,2023,2,Kullu,177077,9779657
himachal-pradesh,2023,2,Mandi,310048,15902310
himachal-pradesh,2023,2,Lahul and Spiti,6669,8801435
himachal-pradesh,2023,2,Chamba,130138,20483795
himachal-pradesh,2023,2,Kinnaur,35750,4429845
himachal-pradesh,2023,3,Solan,544140,15515029
himachal-pradesh,2023,3,Sirmaur,203991,20738993
himachal-pradesh,2023,3,Shimla,348966,34527328
himachal-pradesh,2023,3,Bilaspur,136648,7854641
himachal-pradesh,2023,3,Hamirpur,189913,4306827
himachal-pradesh,2023,3,Una,175125,6997750
himachal-pradesh,2023,3,Kangra,530786,21202374
himachal-pradesh,2023,3,Kullu,184280,14695988
himachal-pradesh,2023,3,Mandi,322502,21231120
himachal-pradesh,2023,3,Lahul and Spiti,6980,7183767
himachal-pradesh,2023,3,Chamba,135482,29709982
himachal-pradesh,2023,3,Kinnaur,37233,5343978
himachal-pradesh,2023,4,Solan,565485,32407288
himachal-pradesh,2023,4,Sirmaur,212088,12326132
himachal-pradesh,2023,4,Shimla,362109,20830595
himachal-pradesh,2023,4,Bilaspur,141779,6911776
himachal-pradesh,2023,4,Hamirpur,197499,9176614
himachal-pradesh,2023,4,Una,181977,9900726
himachal-pradesh,2023,4,Kangra,551176,34871733
himachal-pradesh,2023,4,Kullu,191029,10674145
himachal-pradesh,2023,4,Mandi,335088,17026983
himachal-pradesh,2023,4,Lahul and Spiti,7231,739710
himachal-pradesh,2023,4,Chamba,140790,6861147
himachal-pradesh,2023,4,Kinnaur,38701,1967624
himachal-pradesh,2019,1,Solan,139300,0
himachal-pradesh,2019,1,Sirmaur,47638,0
himachal-pradesh,2019,1,Shimla,80651,0
himachal-pradesh,2019,1,Bilaspur,32537,0
himachal-pradesh,2019,1,Hamirpur,44206,0
himachal-pradesh,2019,1,Una,40315,0
himachal-pradesh,2019,1,Kangra,115120,0
himachal-pradesh,2019,1,Kullu,43436,0
himachal-pradesh,2019,1,Mandi,72963,0
himachal-pradesh,2019,1,Lahul and Spiti,1307,0
himachal-pradesh,2019,1,Chamba,27481,0
himachal-pradesh,2019,1,Kinnaur,8251,0
himachal-pradesh,2019,2,Solan,159989,795083
himachal-pradesh,2019,2,Sirmaur,55409,241468
himachal-pradesh,2019,2,Shimla,96928,459939
himachal-pradesh,2019,2,Bilaspur,38131,133419
himachal-pradesh,2019,2,Hamirpur,51669,185187
himachal-pradesh,2019,2,Una,47644,190785
himachal-pradesh,2019,2,Kangra,139517,537267
himachal-pradesh,2019,2,Kullu,51977,289657
himachal-pradesh,2019,2,Mandi,86701,298064
himachal-pradesh,2019,2,Lahul and Spiti,1490,3297
himachal-pradesh,2019,2,Chamba,33377,131156
himachal-pradesh,2019,2,Kinnaur,9771,56389
himachal-pradesh,2019,3,Solan,178922,2660970
himachal-pradesh,2019,3,Sirmaur,62048,797300
himachal-pradesh,2019,3,Shimla,110575,1546838
himachal-pradesh,2019,3,Bilaspur,43115,441237
himachal-pradesh,2019,3,Hamirpur,58950,671492
himachal-pradesh,2019,3,Una,54164,640095
himachal-pradesh,2019,3,Kangra,160161,1689183
himachal-pradesh,2019,3,Kullu,59192,695567
himachal-pradesh,2019,3,Mandi,98589,971068
himachal-pradesh,2019,3,Lahul and Spiti,1617,16249
himachal-pradesh,2019,3,Chamba,37974,417339
himachal-pradesh,2019,3,Kinnaur,10877,173403
himachal-pradesh,2019,4,Solan,198962,3094917
himachal-pradesh,2019,4,Sirmaur,69583,925283
himachal-pradesh,2019,4,Shimla,124960,1733165
himachal-pradesh,2019,4,Bilaspur,48453,526420
himachal-pradesh,2019,4,Hamirpur,66179,790412
himachal-pradesh,2019,4,Una,61055,759757
himachal-pradesh,2019,4,Kangra,181133,2063046
himachal-pradesh,2019,4,Kullu,66640,881862
himachal-pradesh,2019,4,Mandi,111017,1150109
himachal-pradesh,2019,4,Lahul and Spiti,1938,20274
himachal-pradesh,2019,4,Chamba,43715,501894
himachal-pradesh,2019,4,Kinnaur,12310,190765
himachal-pradesh,2021,1,Solan,312360,5433072
himachal-pradesh,2021,1,Sirmaur,115705,1873784
himachal-pradesh,2021,1,Shimla,202911,2980576
himachal-pradesh,2021,1,Bilaspur,78663,1051062
himachal-pradesh,2021,1,Hamirpur,109372,1412578
himachal-pradesh,2021,1,Una,100832,1406676
himachal-pradesh,2021,1,Kangra,306531,4233701
himachal-pradesh,2021,1,Kullu,107536,1960270
himachal-pradesh,2021,1,Mandi,186340,2344384
himachal-pradesh,2021,1,Lahul and Spiti,3938,81725
himachal-pradesh,2021,1,Chamba,77599,1111619
himachal-pradesh,2021,1,Kinnaur,21164,338647
himachal-pradesh,2021,2,Solan,334716,5499854
himachal-pradesh,2021,2,Sirmaur,124764,3957169
himachal-pradesh,2021,2,Shimla,218068,5611146
himachal-pradesh,2021,2,Bilaspur,84508,1858165
himachal-pradesh,2021,2,Hamirpur,117381,2034049
himachal-pradesh,2021,2,Una,108338,2188195
himachal-pradesh,2021,2,Kangra,329232,7137976
himachal-pradesh,2021,2,Kullu,115278,3231422
himachal-pradesh,2021,2,Mandi,200277,5696942
himachal-pradesh,2021,2,Lahul and Spiti,4254,937278
himachal-pradesh,2021,2,Chamba,83542,3802308
himachal-pradesh,2021,2,Kinnaur,22793,1315473
himachal-pradesh,2021,3,Solan,360324,6782274
himachal-pradesh,2021,3,Sirmaur,134870,4656571
himachal-pradesh,2021,3,Shimla,235163,7467127
himachal-pradesh,2021,3,Bilaspur,91291,2173844
himachal-pradesh,2021,3,Hamirpur,126753,2131942
himachal-pradesh,2021,3,Una,116973,2561006
himachal-pradesh,2021,3,Kangra,355274,8202082
himachal-pradesh,2021,3,Kullu,124078,4400259
himachal-pradesh,2021,3,Mandi,216188,6281857
himachal-pradesh,2021,3,Lahul and Spiti,4660,1936498
himachal-pradesh,2021,3,Chamba,90344,4430504
himachal-pradesh,2021,3,Kinnaur,24708,1946324
himachal-pradesh,2021,4,Solan,385901,10347236
himachal-pradesh,2021,4,Sirmaur,144716,3750604
himachal-pradesh,2021,4,Shimla,251745,5770212
himachal-pradesh,2021,4,Bilaspur,97687,2031090
himachal-pradesh,2021,4,Hamirpur,135670,2858483
himachal-pradesh,2021,4,Una,125192,2739101
himachal-pradesh,2021,4,Kangra,380492,8495356
himachal-pradesh,2021,4,Kullu,132702,3731636
himachal-pradesh,2021,4,Mandi,231360,4546592
himachal-pradesh,2021,4,Lahul and Spiti,5052,249743
himachal-pradesh,2021,4,Chamba,96745,2375444
himachal-pradesh,2021,4,Kinnaur,26485,775485
himachal-pradesh,2020,1,Solan,220293,3472122
himachal-pradesh,2020,1,Sirmaur,77972,1116073
himachal-pradesh,2020,1,Shimla,139890,1827107
himachal-pradesh,2020,1,Bilaspur,54024,644156
himachal-pradesh,2020,1,Hamirpur,73945,946744
himachal-pradesh,2020,1,Una,68564,909036
himachal-pradesh,2020,1,Kangra,205367,2464280
himachal-pradesh,2020,1,Kullu,74668,1006068
himachal-pradesh,2020,1,Mandi,124971,1412270
himachal-pradesh,2020,1,Lahul and Spiti,2252,27781
himachal-pradesh,2020,1,Chamba,50169,600979
himachal-pradesh,2020,1,Kinnaur,13910,213488
himachal-pradesh,2020,2,Solan,243732,3305076
himachal-pradesh,2020,2,Sirmaur,88117,1211673
himachal-pradesh,2020,2,Shimla,156539,1806819
himachal-pradesh,2020,2,Bilaspur,61050,783049
himachal-pradesh,2020,2,Hamirpur,84216,1096242
himachal-pradesh,2020,2,Una,78363,1074892
himachal-pradesh,2020,2,Kangra,235773,3205540
himachal-pradesh,2020,2,Kullu,82616,803031
himachal-pradesh,2020,2,Mandi,142668,1719858
himachal-pradesh,2020,2,Lahul and Spiti,2608,53176
himachal-pradesh,2020,2,Chamba,58362,787826
himachal-pradesh,2020,2,Kinnaur,15823,278398
himachal-pradesh,2020,3,Solan,265701,3875019
himachal-pradesh,2020,3,Sirmaur,97464,1390310
himachal-pradesh,2020,3,Shimla,172418,2337051
himachal-pradesh,2020,3,Bilaspur,67233,833764
himachal-pradesh,2020,3,Hamirpur,93465,1201125
himachal-pradesh,2020,3,Una,86177,1178220
himachal-pradesh,2020,3,Kangra,261293,3450088
himachal-pradesh,2020,3,Kullu,90699,979226
himachal-pradesh,2020,3,Mandi,158237,1859694
himachal-pradesh,2020,3,Lahul and Spiti,3008,91931
himachal-pradesh,2020,3,Chamba,65214,893371
himachal-pradesh,2020,3,Kinnaur,17725,321951
himachal-pradesh,2020,4,Solan,289889,4778612
himachal-pradesh,2020,4,Sirmaur,107144,1642256
himachal-pradesh,2020,4,Shimla,189005,2785060
himachal-pradesh,2020,4,Bilaspur,73296,967514
himachal-pradesh,2020,4,Hamirpur,101825,1366513
himachal-pradesh,2020,4,Una,93778,1337623
himachal-pradesh,2020,4,Kangra,285210,3971323
himachal-pradesh,2020,4,Kullu,99814,1487242
himachal-pradesh,2020,4,Mandi,173403,2152427
himachal-pradesh,2020,4,Lahul and Spiti,3611,93784
himachal-pradesh,2020,4,Chamba,72124,1050260
himachal-pradesh,2020,4,Kinnaur,19667,368534
himachal-pradesh,2018,1,Solan,50035,0
himachal-pradesh,2018,1,Sirmaur,15880,0
himachal-pradesh,2018,1,Shimla,28214,0
himachal-pradesh,2018,1,Bilaspur,11975,0
himachal-pradesh,2018,1,Hamirpur,15614,0
himachal-pradesh,2018,1,Una,13234,0
himachal-pradesh,2018,1,Kangra,39016,0
himachal-pradesh,2018,1,Kullu,15318,0
himachal-pradesh,2018,1,Mandi,26238,0
himachal-pradesh,2018,1,Lahul and Spiti,487,0
himachal-pradesh,2018,1,Chamba,8678,0
himachal-pradesh,2018,1,Kinnaur,2684,0
himachal-pradesh,2018,2,Solan,68950,0
himachal-pradesh,2018,2,Sirmaur,22379,0
himachal-pradesh,2018,2,Shimla,38590,0
himachal-pradesh,2018,2,Bilaspur,16531,0
himachal-pradesh,2018,2,Hamirpur,21374,0
himachal-pradesh,2018,2,Una,18691,0
himachal-pradesh,2018,2,Kangra,54828,0
himachal-pradesh,2018,2,Kullu,21077,0
himachal-pradesh,2018,2,Mandi,36126,0
himachal-pradesh,2018,2,Lahul and Spiti,633,0
himachal-pradesh,2018,2,Chamba,12259,0
himachal-pradesh,2018,2,Kinnaur,3861,0
himachal-pradesh,2018,3,Solan,88724,0
himachal-pradesh,2018,3,Sirmaur,28959,0
himachal-pradesh,2018,3,Shimla,49820,0
himachal-pradesh,2018,3,Bilaspur,21030,0
himachal-pradesh,2018,3,Hamirpur,27915,0
himachal-pradesh,2018,3,Una,24952,0
himachal-pradesh,2018,3,Kangra,71494,0
himachal-pradesh,2018,3,Kullu,26840,0
himachal-pradesh,2018,3,Mandi,45876,0
himachal-pradesh,2018,3,Lahul and Spiti,803,0
himachal-pradesh,2018,3,Chamba,16157,0
himachal-pradesh,2018,3,Kinnaur,5064,0
himachal-pradesh,2018,4,Solan,113278,0
himachal-pradesh,2018,4,Sirmaur,38194,0
himachal-pradesh,2018,4,Shimla,64640,0
himachal-pradesh,2018,4,Bilaspur,26517,0
himachal-pradesh,2018,4,Hamirpur,35979,0
himachal-pradesh,2018,4,Una,32451,0
himachal-pradesh,2018,4,Kangra,92887,0
himachal-pradesh,2018,4,Kullu,34719,0
himachal-pradesh,2018,4,Mandi,58526,0
himachal-pradesh,2018,4,Lahul and Spiti,1078,0
himachal-pradesh,2018,4,Chamba,21538,0
himachal-pradesh,2018,4,Kinnaur,6536,0
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Diu,14964,143766
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Daman,155029,799218
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Dadra and Nagar Haveli,254577,2967808
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Diu,15811,229397
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Daman,163861,633374
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Dadra and Nagar Haveli,269344,3023521
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Diu,16665,180045
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Daman,173219,567477
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Dadra and Nagar Haveli,284923,3090359
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Diu,17427,445207
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Daman,182481,7951596
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Dadra and Nagar Haveli,300217,15669967
dadra-&-nagar-haveli-&-daman-&-diu,2024,1,Diu,21329,52856
dadra-&-nagar-haveli-&-daman-&-diu,2024,1,Daman,224463,443492
dadra-&-nagar-haveli-&-daman-&-diu,2024,1,Dadra and Nagar Haveli,370071,5470752
dadra-&-nagar-haveli-&-daman-&-diu,2024,2,Diu,22210,61929
dadra-&-nagar-haveli-&-daman-&-diu,2024,2,Daman,233446,537882
dadra-&-nagar-haveli-&-daman-&-diu,2024,2,Dadra and Nagar Haveli,385068,6889808
dadra-&-nagar-haveli-&-daman-&-diu,2024,3,Diu,21317,289560
dadra-&-nagar-haveli-&-daman-&-diu,2024,3,Daman,225491,540461
dadra-&-nagar-haveli-&-daman-&-diu,2024,3,Dadra and Nagar Haveli,381007,4599278
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,Diu,22066,1462795
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,Daman,231834,13904020
dadra-&-nagar-haveli-&-daman-&-diu,2024,4,Dadra and Nagar Haveli,390650,26580899
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Diu,18234,246909
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Daman,191432,522235
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Dadra and Nagar Haveli,314951,3702140
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Diu,18972,160624
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Daman,199267,555514
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Dadra and Nagar Haveli,328125,3369887
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Diu,19752,177551
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Daman,207437,357209
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Dadra and Nagar Haveli,341846,3914753
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Diu,20497,1294301
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Daman,215319,13129081
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Dadra and Nagar Haveli,354944,22155996
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Diu,5452,0
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Daman,51093,0
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Dadra and Nagar Haveli,83987,0
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Diu,6193,22979
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Daman,58005,323345
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Dadra and Nagar Haveli,94382,514362
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Diu,6746,73017
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Daman,64854,1168620
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Dadra and Nagar Haveli,105329,1884552
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Diu,7323,91107
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Daman,72470,1415107
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Dadra and Nagar Haveli,117805,2264329
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Diu,11406,156639
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Daman,117728,2573284
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Dadra and Nagar Haveli,192262,4572539
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Diu,12220,117626
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Daman,126258,1622978
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Dadra and Nagar Haveli,206516,3322379
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Diu,13167,181641
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Daman,135976,2278101
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Dadra and Nagar Haveli,222731,4702992
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Diu,14047,295151
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Daman,145806,5114006
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Dadra and Nagar Haveli,239110,9600298
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Diu,7912,98466
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Daman,80329,1550484
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Dadra and Nagar Haveli,130255,2546172
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Diu,8795,90682
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Daman,90016,1640768
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Dadra and Nagar Haveli,146003,2773677
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Diu,9655,102606
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Daman,98108,1480490
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Dadra and Nagar Haveli,160183,2838403
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Diu,10550,147153
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Daman,108511,2123263
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Dadra and Nagar Haveli,177432,3926020
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Diu,2553,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Daman,18677,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Dadra and Nagar Haveli,32028,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Diu,3229,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Daman,25144,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Dadra and Nagar Haveli,43085,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Diu,3830,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Daman,32651,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Dadra and Nagar Haveli,55626,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Diu,4609,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Daman,42069,0
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Dadra and Nagar Haveli,69833,0
ladakh,2022,1,Kargil,21319,2837111
ladakh,2022,1,Leh Ladakh,71173,6064969
ladakh,2022,2,Kargil,22475,5003733
ladakh,2022,2,Leh Ladakh,75042,9764396
ladakh,2022,3,Kargil,23530,7104562
ladakh,2022,3,Leh Ladakh,78769,12630219
ladakh,2022,4,Kargil,24326,909994
ladakh,2022,4,Leh Ladakh,82011,2922345
ladakh,2024,1,Kargil,30130,6486511
ladakh,2024,1,Leh Ladakh,99940,10016564
ladakh,2024,2,Kargil,31183,12852607
ladakh,2024,2,Leh Ladakh,103519,28503033
ladakh,2024,3,Kargil,51453,22958342
ladakh,2024,3,Leh Ladakh,142693,45617591
ladakh,2024,4,Kargil,52268,3479185
ladakh,2024,4,Leh Ladakh,141456,6402395
ladakh,2023,1,Kargil,25409,4076993
ladakh,2023,1,Leh Ladakh,85582,10445502
ladakh,2023,2,Kargil,26588,8423789
ladakh,2023,2,Leh Ladakh,89148,17861731
ladakh,2023,3,Kargil,27747,14562879
ladakh,2023,3,Leh Ladakh,92688,28073151
ladakh,2023,4,Kargil,28762,2052328
ladakh,2023,4,Leh Ladakh,96066,5055795
ladakh,2019,1,Kargil,5758,0
ladakh,2019,1,Leh Ladakh,23891,0
ladakh,2019,2,Kargil,7126,37803
ladakh,2019,2,Leh Ladakh,28390,119514
ladakh,2019,3,Kargil,7718,75759
ladakh,2019,3,Leh Ladakh,31455,427367
ladakh,2019,4,Kargil,8338,29350
ladakh,2019,4,Leh Ladakh,34770,441090
ladakh,2021,1,Kargil,15824,237045
ladakh,2021,1,Leh Ladakh,54095,947159
ladakh,2021,2,Kargil,17077,1494139
ladakh,2021,2,Leh Ladakh,57971,2897493
ladakh,2021,3,Kargil,18577,2373080
ladakh,2021,3,Leh Ladakh,62633,4726470
ladakh,2021,4,Kargil,20008,573827
ladakh,2021,4,Leh Ladakh,67049,2091376
ladakh,2020,1,Kargil,9711,120845
ladakh,2020,1,Leh Ladakh,38079,469639
ladakh,2020,2,Kargil,11252,169411
ladakh,2020,2,Leh Ladakh,41782,526262
ladakh,2020,3,Kargil,12814,229879
ladakh,2020,3,Leh Ladakh,45587,785801
ladakh,2020,4,Kargil,14601,273960
ladakh,2020,4,Leh Ladakh,50252,958797
ladakh,2018,1,Kargil,1529,0
ladakh,2018,1,Leh Ladakh,7255,0
ladakh,2018,2,Kargil,2185,0
ladakh,2018,2,Leh Ladakh,10733,0
ladakh,2018,3,Kargil,3132,0
ladakh,2018,3,Leh Ladakh,14617,0
ladakh,2018,4,Kargil,4436,0
ladakh,2018,4,Leh Ladakh,19447,0
assam,2022,1,Tinsukia,179301,20168560
assam,2022,1,Lakhimpur,120220,15015691
assam,2022,1,Kamrup,198189,11459793
assam,2022,1,Kokrajhar,82364,8229125
assam,2022,1,Karbi Anglong,78533,9256671
assam,2022,1,Sivasagar,102281,5349801
assam,2022,1,Dibrugarh,210525,15363717
assam,2022,1,South Salmara Mancachar,38302,1898232
assam,2022,1,Nagaon,268636,11824798
assam,2022,1,Dhubri,137698,6835888
assam,2022,1,Golaghat,133110,12987090
assam,2022,1,Udalguri,78818,11725654
assam,2022,1,Majuli,18571,2645019
assam,2022,1,Sonitpur,211236,14366935
assam,2022,1,Hojai,86278,8113783
assam,2022,1,Marigaon,118114,5848484
assam,2022,1,Chirang,49100,7852843
assam,2022,1,Cachar,230089,8410193
assam,2022,1,Nalbari,91599,5171677
assam,2022,1,West Karbi Anglong,17520,3151993
assam,2022,1,Dhemaji,92508,9664135
assam,2022,1,Karimganj,121183,7177971
assam,2022,1,Bongaigaon,108394,6969226
assam,2022,1,Dima Hasao,32525,4510020
assam,2022,1,Baksa,101877,10310341
assam,2022,1,Charaideo,54795,6254195
assam,2022,1,Darrang,96249,7704843
assam,2022,1,Kamrup Metropolitan,767859,6949354
assam,2022,1,Hailakandi,77112,4118477
assam,2022,1,Barpeta,238871,10253994
assam,2022,1,Goalpara,123781,7889994
assam,2022,1,Biswanath,72362,7739432
assam,2022,1,Jorhat,154589,6424524
assam,2022,2,Tinsukia,189633,24952767
assam,2022,2,Lakhimpur,127316,18753294
assam,2022,2,Kamrup,210048,14467070
assam,2022,2,Kokrajhar,87353,10074207
assam,2022,2,Karbi Anglong,83178,10826701
assam,2022,2,Sivasagar,108296,6750232
assam,2022,2,Dibrugarh,222494,18395761
assam,2022,2,South Salmara Mancachar,40714,2233450
assam,2022,2,Nagaon,284558,12455248
assam,2022,2,Dhubri,146304,9092346
assam,2022,2,Golaghat,140961,16364819
assam,2022,2,Udalguri,83629,14945821
assam,2022,2,Majuli,19678,3033439
assam,2022,2,Sonitpur,223514,16534514
assam,2022,2,Hojai,91289,10527736
assam,2022,2,Marigaon,125094,7396715
assam,2022,2,Chirang,52054,10714348
assam,2022,2,Cachar,243727,8364258
assam,2022,2,Nalbari,96855,6448258
assam,2022,2,West Karbi Anglong,18603,4005474
assam,2022,2,Dhemaji,97885,12335239
assam,2022,2,Karimganj,128589,8450117
assam,2022,2,Bongaigaon,114947,8688653
assam,2022,2,Dima Hasao,34416,4804116
assam,2022,2,Baksa,108093,12311677
assam,2022,2,Charaideo,58046,8651839
