State,Year,Quarter,District,Registered_users,App_opens
arunachal-pradesh,2019,4,Kra Daadi,603,13700
arunachal-pradesh,2019,4,Changlang,9662,152680
arunachal-pradesh,2019,4,Pakke Kessang,296,5981
arunachal-pradesh,2019,4,East Siang,9859,132534
arunachal-pradesh,2019,4,Upper Subansiri,3144,42354
arunachal-pradesh,2019,4,Tawang,7303,139898
arunachal-pradesh,2019,4,Namsai,5190,87627
arunachal-pradesh,2021,1,Lower Subansiri,8044,136547
arunachal-pradesh,2021,1,Tirap,7376,136247
arunachal-pradesh,2021,1,Papum Pare,84715,1553363
arunachal-pradesh,2021,1,Anjaw,2660,55283
arunachal-pradesh,2021,1,Lower Siang,3594,61226
arunachal-pradesh,2021,1,Dibang Valley,478,9538
arunachal-pradesh,2021,1,West Kameng,21027,483047
arunachal-pradesh,2021,1,Shi Yomi,390,7228
arunachal-pradesh,2021,1,East Kameng,3990,69455
arunachal-pradesh,2021,1,Lohit,14231,295880
arunachal-pradesh,2021,1,Lepa Rada,3008,68424
arunachal-pradesh,2021,1,Lower Dibang Valley,8402,145425
arunachal-pradesh,2021,1,Longding,4117,92482
arunachal-pradesh,2021,1,West Siang,10836,191242
arunachal-pradesh,2021,1,Kamle,814,16142
arunachal-pradesh,2021,1,Upper Siang,3847,87503
arunachal-pradesh,2021,1,Kurung Kumey,1287,25911
arunachal-pradesh,2021,1,Siang,2878,56271
arunachal-pradesh,2021,1,Kra Daadi,1244,30137
arunachal-pradesh,2021,1,Changlang,19716,344148
arunachal-pradesh,2021,1,Pakke Kessang,647,14995
arunachal-pradesh,2021,1,East Siang,19342,363085
arunachal-pradesh,2021,1,Upper Subansiri,6577,122422
arunachal-pradesh,2021,1,Tawang,11778,230123
arunachal-pradesh,2021,1,Namsai,10242,200584
arunachal-pradesh,2021,2,Lower Subansiri,8685,444426
arunachal-pradesh,2021,2,Tirap,7955,547430
arunachal-pradesh,2021,2,Papum Pare,90871,1786163
arunachal-pradesh,2021,2,Anjaw,2866,174807
arunachal-pradesh,2021,2,Lower Siang,3872,246789
arunachal-pradesh,2021,2,Dibang Valley,516,77457
arunachal-pradesh,2021,2,West Kameng,22625,1490269
arunachal-pradesh,2021,2,Shi Yomi,430,99619
arunachal-pradesh,2021,2,East Kameng,4314,221705
arunachal-pradesh,2021,2,Lohit,15360,1008718
arunachal-pradesh,2021,2,Lepa Rada,3249,228236
arunachal-pradesh,2021,2,Lower Dibang Valley,9094,434361
arunachal-pradesh,2021,2,Longding,4456,495881
arunachal-pradesh,2021,2,West Siang,11657,467127
arunachal-pradesh,2021,2,Kamle,883,164726
arunachal-pradesh,2021,2,Upper Siang,4145,428792
arunachal-pradesh,2021,2,Kurung Kumey,1398,201782
arunachal-pradesh,2021,2,Siang,3116,410979
arunachal-pradesh,2021,2,Kra Daadi,1353,150762
arunachal-pradesh,2021,2,Changlang,21404,1212334
arunachal-pradesh,2021,2,Pakke Kessang,702,156638
arunachal-pradesh,2021,2,East Siang,20817,855042
arunachal-pradesh,2021,2,Upper Subansiri,7057,293916
arunachal-pradesh,2021,2,Tawang,12636,830993
arunachal-pradesh,2021,2,Namsai,11111,596897
arunachal-pradesh,2021,3,Lower Subansiri,9451,558377
arunachal-pradesh,2021,3,Tirap,8665,578706
arunachal-pradesh,2021,3,Papum Pare,97854,2308276
arunachal-pradesh,2021,3,Anjaw,3099,267726
arunachal-pradesh,2021,3,Lower Siang,4229,347190
arunachal-pradesh,2021,3,Dibang Valley,571,113574
arunachal-pradesh,2021,3,West Kameng,24489,2155265
arunachal-pradesh,2021,3,Shi Yomi,473,181457
arunachal-pradesh,2021,3,East Kameng,4671,265900
arunachal-pradesh,2021,3,Lohit,16680,1408514
arunachal-pradesh,2021,3,Lepa Rada,3527,264771
arunachal-pradesh,2021,3,Lower Dibang Valley,9920,581463
arunachal-pradesh,2021,3,Longding,4890,594284
arunachal-pradesh,2021,3,West Siang,12616,544772
arunachal-pradesh,2021,3,Kamle,974,203013
arunachal-pradesh,2021,3,Upper Siang,4506,556857
arunachal-pradesh,2021,3,Kurung Kumey,1509,292922
arunachal-pradesh,2021,3,Siang,3396,433332
arunachal-pradesh,2021,3,Kra Daadi,1475,179974
arunachal-pradesh,2021,3,Changlang,23328,1668215
arunachal-pradesh,2021,3,Pakke Kessang,770,213423
arunachal-pradesh,2021,3,East Siang,22538,1086775
arunachal-pradesh,2021,3,Upper Subansiri,7652,375423
arunachal-pradesh,2021,3,Tawang,13650,1355010
arunachal-pradesh,2021,3,Namsai,12140,674435
arunachal-pradesh,2021,4,Lower Subansiri,10187,348485
arunachal-pradesh,2021,4,Tirap,9331,311867
arunachal-pradesh,2021,4,Papum Pare,104806,3554385
arunachal-pradesh,2021,4,Anjaw,3342,125753
arunachal-pradesh,2021,4,Lower Siang,4550,156209
arunachal-pradesh,2021,4,Dibang Valley,621,18166
arunachal-pradesh,2021,4,West Kameng,26237,1160379
arunachal-pradesh,2021,4,Shi Yomi,498,15201
arunachal-pradesh,2021,4,East Kameng,5027,153109
arunachal-pradesh,2021,4,Lohit,17980,728676
arunachal-pradesh,2021,4,Lepa Rada,3810,168938
arunachal-pradesh,2021,4,Lower Dibang Valley,10679,341060
arunachal-pradesh,2021,4,Longding,5345,215529
arunachal-pradesh,2021,4,West Siang,13555,389171
arunachal-pradesh,2021,4,Kamle,1069,48042
arunachal-pradesh,2021,4,Upper Siang,4850,208167
arunachal-pradesh,2021,4,Kurung Kumey,1633,54213
arunachal-pradesh,2021,4,Siang,3675,121770
arunachal-pradesh,2021,4,Kra Daadi,1593,63448
arunachal-pradesh,2021,4,Changlang,25155,829350
arunachal-pradesh,2021,4,Pakke Kessang,835,35976
arunachal-pradesh,2021,4,East Siang,24208,897713
arunachal-pradesh,2021,4,Upper Subansiri,8201,240330
arunachal-pradesh,2021,4,Tawang,14665,506240
arunachal-pradesh,2021,4,Namsai,13092,538118
arunachal-pradesh,2020,1,Lower Subansiri,4351,72887
arunachal-pradesh,2020,1,Tirap,4261,76554
arunachal-pradesh,2020,1,Papum Pare,51342,819599
arunachal-pradesh,2020,1,Anjaw,1747,25453
arunachal-pradesh,2020,1,Lower Siang,2201,35216
arunachal-pradesh,2020,1,Dibang Valley,320,2195
arunachal-pradesh,2020,1,West Kameng,13983,332479
arunachal-pradesh,2020,1,Shi Yomi,290,989
arunachal-pradesh,2020,1,East Kameng,1962,37103
arunachal-pradesh,2020,1,Lohit,8454,159158
arunachal-pradesh,2020,1,Lepa Rada,1532,28280
arunachal-pradesh,2020,1,Lower Dibang Valley,4650,71091
arunachal-pradesh,2020,1,Longding,2201,58817
arunachal-pradesh,2020,1,West Siang,5757,97255
arunachal-pradesh,2020,1,Kamle,373,7135
arunachal-pradesh,2020,1,Upper Siang,2143,37600
arunachal-pradesh,2020,1,Kurung Kumey,725,11471
arunachal-pradesh,2020,1,Siang,1390,24530
arunachal-pradesh,2020,1,Kra Daadi,701,16770
arunachal-pradesh,2020,1,Changlang,11262,201632
arunachal-pradesh,2020,1,Pakke Kessang,371,9758
arunachal-pradesh,2020,1,East Siang,11298,167166
arunachal-pradesh,2020,1,Upper Subansiri,3675,56522
arunachal-pradesh,2020,1,Tawang,8048,138728
arunachal-pradesh,2020,1,Namsai,6029,109933
arunachal-pradesh,2020,2,Lower Subansiri,5392,108893
arunachal-pradesh,2020,2,Tirap,5239,114770
arunachal-pradesh,2020,2,Papum Pare,59968,932769
arunachal-pradesh,2020,2,Anjaw,1961,34903
arunachal-pradesh,2020,2,Lower Siang,2644,48738
arunachal-pradesh,2020,2,Dibang Valley,367,4076
arunachal-pradesh,2020,2,West Kameng,15766,394250
arunachal-pradesh,2020,2,Shi Yomi,320,1597
arunachal-pradesh,2020,2,East Kameng,2506,53112
arunachal-pradesh,2020,2,Lohit,10154,219948
arunachal-pradesh,2020,2,Lepa Rada,1890,38098
arunachal-pradesh,2020,2,Lower Dibang Valley,5782,110670
arunachal-pradesh,2020,2,Longding,2751,86086
arunachal-pradesh,2020,2,West Siang,7239,147515
arunachal-pradesh,2020,2,Kamle,509,11566
arunachal-pradesh,2020,2,Upper Siang,2552,54123
arunachal-pradesh,2020,2,Kurung Kumey,834,16738
arunachal-pradesh,2020,2,Siang,1831,40101
arunachal-pradesh,2020,2,Kra Daadi,870,25480
arunachal-pradesh,2020,2,Changlang,14036,293705
arunachal-pradesh,2020,2,Pakke Kessang,438,13500
arunachal-pradesh,2020,2,East Siang,13601,235755
arunachal-pradesh,2020,2,Upper Subansiri,4465,80310
arunachal-pradesh,2020,2,Tawang,8993,170812
arunachal-pradesh,2020,2,Namsai,7426,149491
arunachal-pradesh,2020,3,Lower Subansiri,6456,117359
arunachal-pradesh,2020,3,Tirap,6119,125437
arunachal-pradesh,2020,3,Papum Pare,69419,1157730
arunachal-pradesh,2020,3,Anjaw,2226,42320
arunachal-pradesh,2020,3,Lower Siang,2983,51520
arunachal-pradesh,2020,3,Dibang Valley,411,4634
arunachal-pradesh,2020,3,West Kameng,17636,461190
arunachal-pradesh,2020,3,Shi Yomi,337,2788
arunachal-pradesh,2020,3,East Kameng,3169,63062
arunachal-pradesh,2020,3,Lohit,11755,264444
arunachal-pradesh,2020,3,Lepa Rada,2304,47233
arunachal-pradesh,2020,3,Lower Dibang Valley,6799,117752
arunachal-pradesh,2020,3,Longding,3277,91330
arunachal-pradesh,2020,3,West Siang,8623,158496
arunachal-pradesh,2020,3,Kamle,639,12196
arunachal-pradesh,2020,3,Upper Siang,3011,59246
arunachal-pradesh,2020,3,Kurung Kumey,1025,18583
arunachal-pradesh,2020,3,Siang,2225,42723
arunachal-pradesh,2020,3,Kra Daadi,1026,29126
arunachal-pradesh,2020,3,Changlang,16385,326045
arunachal-pradesh,2020,3,Pakke Kessang,508,11721
arunachal-pradesh,2020,3,East Siang,15921,302165
arunachal-pradesh,2020,3,Upper Subansiri,5295,106598
arunachal-pradesh,2020,3,Tawang,9944,224583
arunachal-pradesh,2020,3,Namsai,8553,165140
arunachal-pradesh,2020,4,Lower Subansiri,7388,124398
arunachal-pradesh,2020,4,Tirap,6805,134124
arunachal-pradesh,2020,4,Papum Pare,77936,1397025
arunachal-pradesh,2020,4,Anjaw,2485,61121
arunachal-pradesh,2020,4,Lower Siang,3320,54476
arunachal-pradesh,2020,4,Dibang Valley,444,7677
arunachal-pradesh,2020,4,West Kameng,19464,455337
arunachal-pradesh,2020,4,Shi Yomi,370,5847
arunachal-pradesh,2020,4,East Kameng,3638,62876
arunachal-pradesh,2020,4,Lohit,13126,285992
arunachal-pradesh,2020,4,Lepa Rada,2735,57036
arunachal-pradesh,2020,4,Lower Dibang Valley,7693,132469
arunachal-pradesh,2020,4,Longding,3753,87881
arunachal-pradesh,2020,4,West Siang,9911,180696
arunachal-pradesh,2020,4,Kamle,745,14866
arunachal-pradesh,2020,4,Upper Siang,3497,80140
arunachal-pradesh,2020,4,Kurung Kumey,1173,21168
arunachal-pradesh,2020,4,Siang,2635,48090
arunachal-pradesh,2020,4,Kra Daadi,1141,27924
arunachal-pradesh,2020,4,Changlang,18203,320708
arunachal-pradesh,2020,4,Pakke Kessang,593,11458
arunachal-pradesh,2020,4,East Siang,17822,349321
arunachal-pradesh,2020,4,Upper Subansiri,6069,125505
arunachal-pradesh,2020,4,Tawang,10909,249095
arunachal-pradesh,2020,4,Namsai,9437,177437
arunachal-pradesh,2018,1,Lower Subansiri,498,0
arunachal-pradesh,2018,1,Tirap,557,0
arunachal-pradesh,2018,1,Papum Pare,7649,0
arunachal-pradesh,2018,1,Anjaw,278,0
arunachal-pradesh,2018,1,Lower Siang,270,0
arunachal-pradesh,2018,1,Dibang Valley,66,0
arunachal-pradesh,2018,1,West Kameng,2202,0
arunachal-pradesh,2018,1,Shi Yomi,49,0
arunachal-pradesh,2018,1,East Kameng,222,0
arunachal-pradesh,2018,1,Lohit,1207,0
arunachal-pradesh,2018,1,Lepa Rada,210,0
arunachal-pradesh,2018,1,Lower Dibang Valley,601,0
arunachal-pradesh,2018,1,Longding,256,0
arunachal-pradesh,2018,1,West Siang,846,0
arunachal-pradesh,2018,1,Kamle,22,0
arunachal-pradesh,2018,1,Upper Siang,301,0
arunachal-pradesh,2018,1,Kurung Kumey,97,0
arunachal-pradesh,2018,1,Siang,192,0
arunachal-pradesh,2018,1,Kra Daadi,88,0
arunachal-pradesh,2018,1,Changlang,1208,0
arunachal-pradesh,2018,1,Pakke Kessang,39,0
arunachal-pradesh,2018,1,East Siang,1803,0
arunachal-pradesh,2018,1,Upper Subansiri,572,0
arunachal-pradesh,2018,1,Tawang,1525,0
arunachal-pradesh,2018,1,Namsai,737,0
arunachal-pradesh,2018,2,Lower Subansiri,724,0
arunachal-pradesh,2018,2,Tirap,856,0
arunachal-pradesh,2018,2,Papum Pare,11418,0
arunachal-pradesh,2018,2,Anjaw,410,0
arunachal-pradesh,2018,2,Lower Siang,494,0
arunachal-pradesh,2018,2,Dibang Valley,112,0
arunachal-pradesh,2018,2,West Kameng,3442,0
arunachal-pradesh,2018,2,Shi Yomi,80,0
arunachal-pradesh,2018,2,East Kameng,343,0
arunachal-pradesh,2018,2,Lohit,1898,0
arunachal-pradesh,2018,2,Lepa Rada,318,0
arunachal-pradesh,2018,2,Lower Dibang Valley,893,0
arunachal-pradesh,2018,2,Longding,412,0
arunachal-pradesh,2018,2,West Siang,1224,0
arunachal-pradesh,2018,2,Kamle,37,0
arunachal-pradesh,2018,2,Upper Siang,481,0
arunachal-pradesh,2018,2,Kurung Kumey,153,0
arunachal-pradesh,2018,2,Siang,293,0
arunachal-pradesh,2018,2,Kra Daadi,144,0
arunachal-pradesh,2018,2,Changlang,2014,0
arunachal-pradesh,2018,2,Pakke Kessang,66,0
arunachal-pradesh,2018,2,East Siang,2646,0
arunachal-pradesh,2018,2,Upper Subansiri,883,0
arunachal-pradesh,2018,2,Tawang,2266,0
arunachal-pradesh,2018,2,Namsai,1276,0
arunachal-pradesh,2018,3,Lower Subansiri,1033,0
arunachal-pradesh,2018,3,Tirap,1226,0
arunachal-pradesh,2018,3,Papum Pare,16009,0
arunachal-pradesh,2018,3,Anjaw,542,0
arunachal-pradesh,2018,3,Lower Siang,717,0
arunachal-pradesh,2018,3,Dibang Valley,145,0
arunachal-pradesh,2018,3,West Kameng,4765,0
arunachal-pradesh,2018,3,Shi Yomi,118,0
arunachal-pradesh,2018,3,East Kameng,521,0
arunachal-pradesh,2018,3,Lohit,2612,0
arunachal-pradesh,2018,3,Lepa Rada,431,0
arunachal-pradesh,2018,3,Lower Dibang Valley,1286,0
arunachal-pradesh,2018,3,Longding,644,0
arunachal-pradesh,2018,3,West Siang,1652,0
arunachal-pradesh,2018,3,Kamle,65,0
arunachal-pradesh,2018,3,Upper Siang,646,0
arunachal-pradesh,2018,3,Kurung Kumey,222,0
arunachal-pradesh,2018,3,Siang,373,0
arunachal-pradesh,2018,3,Kra Daadi,190,0
arunachal-pradesh,2018,3,Changlang,2889,0
arunachal-pradesh,2018,3,Pakke Kessang,103,0
arunachal-pradesh,2018,3,East Siang,3590,0
arunachal-pradesh,2018,3,Upper Subansiri,1169,0
arunachal-pradesh,2018,3,Tawang,3112,0
arunachal-pradesh,2018,3,Namsai,1862,0
arunachal-pradesh,2018,4,Lower Subansiri,1459,0
arunachal-pradesh,2018,4,Tirap,1684,0
arunachal-pradesh,2018,4,Papum Pare,21342,0
arunachal-pradesh,2018,4,Anjaw,744,0
arunachal-pradesh,2018,4,Lower Siang,936,0
arunachal-pradesh,2018,4,Dibang Valley,178,0
arunachal-pradesh,2018,4,West Kameng,6492,0
arunachal-pradesh,2018,4,Shi Yomi,144,0
arunachal-pradesh,2018,4,East Kameng,691,0
arunachal-pradesh,2018,4,Lohit,3588,0
arunachal-pradesh,2018,4,Lepa Rada,548,0
arunachal-pradesh,2018,4,Lower Dibang Valley,1827,0
arunachal-pradesh,2018,4,Longding,923,0
arunachal-pradesh,2018,4,West Siang,2117,0
arunachal-pradesh,2018,4,Kamle,109,0
arunachal-pradesh,2018,4,Upper Siang,868,0
arunachal-pradesh,2018,4,Kurung Kumey,321,0
arunachal-pradesh,2018,4,Siang,483,0
arunachal-pradesh,2018,4,Kra Daadi,255,0
arunachal-pradesh,2018,4,Changlang,4036,0
arunachal-pradesh,2018,4,Pakke Kessang,138,0
arunachal-pradesh,2018,4,East Siang,4813,0
arunachal-pradesh,2018,4,Upper Subansiri,1576,0
arunachal-pradesh,2018,4,Tawang,4085,0
arunachal-pradesh,2018,4,Namsai,2495,0
karnataka,2022,1,Mysuru,1410095,60212662
karnataka,2022,1,Chitradurga,476042,75601255
karnataka,2022,1,Kalaburagi,788989,93474452
karnataka,2022,1,Ramanagara,507965,39888160
karnataka,2022,1,Mandya,599734,50077987
karnataka,2022,1,Kodagu,198895,24301885
karnataka,2022,1,Chikkamagaluru,381212,50668007
karnataka,2022,1,Haveri,388930,37608581
karnataka,2022,1,Ballari,926458,72863480
karnataka,2022,1,Belagavi,1477767,113297735
karnataka,2022,1,Kolar,697883,46713217
karnataka,2022,1,Uttara Kannada,448070,40902658
karnataka,2022,1,Tumakuru,966743,108955851
karnataka,2022,1,Yadgir,252073,39910614
karnataka,2022,1,Bengaluru Urban,12707664,143835471
karnataka,2022,1,Chikkaballapura,488750,44271673
karnataka,2022,1,Davanagere,662751,51647249
karnataka,2022,1,Bagalkote,589114,54473279
karnataka,2022,1,Vijayapura,714643,87459432
karnataka,2022,1,Koppal,381091,53448713
karnataka,2022,1,Bidar,540642,60658637
karnataka,2022,1,Bengaluru Rural,833284,27030248
karnataka,2022,1,Raichur,562507,72023729
karnataka,2022,1,Chamarajanagara,229823,31024564
karnataka,2022,1,Dakshina Kannada,965225,24685281
karnataka,2022,1,Hassan,644154,71061495
karnataka,2022,1,Dharwad,925787,35977756
karnataka,2022,1,Shivamogga,643097,59603281
karnataka,2022,1,Udupi,494914,19689319
karnataka,2022,1,Gadag,296047,35687374
karnataka,2022,2,Mysuru,1482427,72127262
karnataka,2022,2,Chitradurga,502600,96368927
karnataka,2022,2,Kalaburagi,831684,108949662
karnataka,2022,2,Ramanagara,535182,51578618
karnataka,2022,2,Mandya,632244,62828162
karnataka,2022,2,Kodagu,209364,29788249
karnataka,2022,2,Chikkamagaluru,401827,63884162
karnataka,2022,2,Haveri,410677,48041831
karnataka,2022,2,Ballari,977999,88538682
karnataka,2022,2,Belagavi,1556041,133664651
karnataka,2022,2,Kolar,735683,54100392
karnataka,2022,2,Uttara Kannada,472053,48879458
karnataka,2022,2,Tumakuru,1018947,136619621
karnataka,2022,2,Yadgir,266445,51753560
karnataka,2022,2,Bengaluru Urban,13342916,130050013
karnataka,2022,2,Chikkaballapura,515355,51313083
karnataka,2022,2,Davanagere,698130,64853726
karnataka,2022,2,Bagalkote,621654,62852153
karnataka,2022,2,Vijayapura,753598,103460934
karnataka,2022,2,Koppal,402659,69882234
karnataka,2022,2,Bidar,570697,71050814
karnataka,2022,2,Bengaluru Rural,877678,29163677
karnataka,2022,2,Raichur,594248,86117589
karnataka,2022,2,Chamarajanagara,242198,41236327
karnataka,2022,2,Dakshina Kannada,1014820,29291316
karnataka,2022,2,Hassan,678916,92008285
karnataka,2022,2,Dharwad,974500,40983508
karnataka,2022,2,Shivamogga,677386,77584028
karnataka,2022,2,Udupi,521045,24607963
karnataka,2022,2,Gadag,312474,43780950
karnataka,2022,3,Mysuru,1556384,72319040
karnataka,2022,3,Chitradurga,528557,107271050
karnataka,2022,3,Kalaburagi,874282,110059604
karnataka,2022,3,Ramanagara,563154,53626831
karnataka,2022,3,Mandya,665227,71746022
karnataka,2022,3,Kodagu,219407,30433150
karnataka,2022,3,Chikkamagaluru,421862,67297573
karnataka,2022,3,Haveri,432627,49838706
karnataka,2022,3,Ballari,1030428,90880443
karnataka,2022,3,Belagavi,1635855,140101425
karnataka,2022,3,Kolar,774245,56113522
karnataka,2022,3,Uttara Kannada,496232,49924522
karnataka,2022,3,Tumakuru,1070793,150906339
karnataka,2022,3,Yadgir,280412,58514122
karnataka,2022,3,Bengaluru Urban,13997602,121199714
karnataka,2022,3,Chikkaballapura,542150,55200382
karnataka,2022,3,Davanagere,734360,65060403
karnataka,2022,3,Bagalkote,654927,66299341
karnataka,2022,3,Vijayapura,792750,109909660
karnataka,2022,3,Koppal,424581,74449956
karnataka,2022,3,Bidar,600650,71847800
karnataka,2022,3,Bengaluru Rural,924127,28699442
karnataka,2022,3,Raichur,626205,91804424
karnataka,2022,3,Chamarajanagara,254664,45621827
karnataka,2022,3,Dakshina Kannada,1065741,29745949
karnataka,2022,3,Hassan,713468,91147841
karnataka,2022,3,Dharwad,1024771,43016397
karnataka,2022,3,Shivamogga,711717,75645732
karnataka,2022,3,Udupi,547661,23631824
karnataka,2022,3,Gadag,329155,45703393
karnataka,2022,4,Mysuru,1627802,150994790
karnataka,2022,4,Chitradurga,552065,55215237
karnataka,2022,4,Kalaburagi,913258,75680531
karnataka,2022,4,Ramanagara,589205,67109026
karnataka,2022,4,Mandya,695736,76092900
karnataka,2022,4,Kodagu,227995,18581380
karnataka,2022,4,Chikkamagaluru,439498,42015819
karnataka,2022,4,Haveri,452477,41544154
karnataka,2022,4,Ballari,1079558,87804157
karnataka,2022,4,Belagavi,1709145,137476151
karnataka,2022,4,Kolar,810354,78457036
karnataka,2022,4,Uttara Kannada,517643,33670229
karnataka,2022,4,Tumakuru,1118547,108007687
karnataka,2022,4,Yadgir,292816,26668954
karnataka,2022,4,Bengaluru Urban,14654455,1137875291
karnataka,2022,4,Chikkaballapura,567348,55214879
karnataka,2022,4,Davanagere,768021,68709360
karnataka,2022,4,Bagalkote,685069,56926164
karnataka,2022,4,Vijayapura,828346,60288985
karnataka,2022,4,Koppal,443983,43123975
karnataka,2022,4,Bidar,628455,60958252
karnataka,2022,4,Bengaluru Rural,968384,101125704
karnataka,2022,4,Raichur,655421,52764596
karnataka,2022,4,Chamarajanagara,265884,27819993
karnataka,2022,4,Dakshina Kannada,1112661,62061010
karnataka,2022,4,Hassan,744993,79244191
karnataka,2022,4,Dharwad,1073312,78733050
karnataka,2022,4,Shivamogga,743138,66146848
karnataka,2022,4,Udupi,571724,32590884
karnataka,2022,4,Gadag,344405,28743778
karnataka,2024,1,Mysuru,1962181,71535830
karnataka,2024,1,Chitradurga,680154,94585924
karnataka,2024,1,Kalaburagi,1119845,123460464
karnataka,2024,1,Ramanagara,717662,27800103
karnataka,2024,1,Mandya,849693,52202665
karnataka,2024,1,Kodagu,276644,198415811
karnataka,2024,1,Chikkamagaluru,537082,48933568
karnataka,2024,1,Haveri,558788,69350492
karnataka,2024,1,Ballari,1324531,80947919
karnataka,2024,1,Belagavi,2084358,111023855
karnataka,2024,1,Kolar,990497,27757276
karnataka,2024,1,Uttara Kannada,633449,50852009
karnataka,2024,1,Tumakuru,1365972,85014280
karnataka,2024,1,Yadgir,363612,48535799
karnataka,2024,1,Bengaluru Urban,17506580,170835471
karnataka,2024,1,Chikkaballapura,694505,206754304
karnataka,2024,1,Davanagere,939100,42033107
karnataka,2024,1,Bagalkote,841142,58000704
karnataka,2024,1,Vijayapura,1016964,106411985
karnataka,2024,1,Koppal,547012,61987161
karnataka,2024,1,Bidar,773268,35951988
karnataka,2024,1,Bengaluru Rural,1176781,17648106
karnataka,2024,1,Raichur,810095,59451697
karnataka,2024,1,Chamarajanagara,326186,46929097
karnataka,2024,1,Dakshina Kannada,1339128,26651201
karnataka,2024,1,Hassan,909593,62577927
karnataka,2024,1,Dharwad,1300731,38953845
karnataka,2024,1,Shivamogga,905800,97710714
karnataka,2024,1,Udupi,693213,26754043
karnataka,2024,1,Gadag,423575,36948157
karnataka,2024,2,Mysuru,2034847,56285205
karnataka,2024,2,Chitradurga,707217,94797636
karnataka,2024,2,Kalaburagi,1163673,75581014
karnataka,2024,2,Ramanagara,744735,50134761
karnataka,2024,2,Mandya,881897,41207769
karnataka,2024,2,Kodagu,286947,216314286
karnataka,2024,2,Chikkamagaluru,557437,54433045
karnataka,2024,2,Haveri,581238,32988891
karnataka,2024,2,Ballari,1376117,62896026
karnataka,2024,2,Belagavi,2164310,113800201
karnataka,2024,2,Kolar,1028947,36924208
karnataka,2024,2,Uttara Kannada,658174,52332951
karnataka,2024,2,Tumakuru,1417721,86805183
karnataka,2024,2,Yadgir,378097,32469610
karnataka,2024,2,Bengaluru Urban,18127475,187497389
karnataka,2024,2,Chikkaballapura,721147,238965072
karnataka,2024,2,Davanagere,975741,48699087
karnataka,2024,2,Bagalkote,874220,55862925
karnataka,2024,2,Vijayapura,1056257,83272020
karnataka,2024,2,Koppal,568505,82023835
karnataka,2024,2,Bidar,803978,38661648
karnataka,2024,2,Bengaluru Rural,1220937,78833216
